"414";"Gibbs";"0.067";"US"
"415";"Tyler";"0.067";"US"
"416";"Gross";"0.067";"US"
"417";"Fitzgerald";"0.067";"US"
"418";"Stokes";"0.067";"US"
"419";"Doyle";"0.067";"US"
"420";"Sherman";"0.067";"US"
"421";"Saunders";"0.067";"US"
"422";"Wise";"0.067";"US"
"423";"Colon";"0.067";"US"
"424";"Gill";"0.067";"US"
"425";"Alvarado";"0.067";"US"
"426";"Greer";"0.065";"US"
"427";"Padilla";"0.065";"US"
"428";"Simon";"0.065";"US"
"429";"Waters";"0.065";"US"
"430";"Nunez";"0.065";"US"
"431";"Ballard";"0.065";"US"
"432";"Schwartz";"0.065";"US"
"433";"Mcbride";"0.065";"US"
"434";"Houston";"0.065";"US"
"435";"Christensen";"0.065";"US"
"436";"Klein";"0.065";"US"
"437";"Pratt";"0.065";"US"
"438";"Briggs";"0.065";"US"
"439";"Parsons";"0.065";"US"
"440";"Mclaughlin";"0.065";"US"
"441";"Zimmerman";"0.065";"US"
"442";"French";"0.065";"US"
"443";"Buchanan";"0.065";"US"
"444";"Moran";"0.065";"US"
"445";"Copeland";"0.062";"US"
"446";"Roy";"0.062";"US"
"447";"Pittman";"0.062";"US"
"448";"Brady";"0.062";"US"
"449";"Mccormick";"0.062";"US"
"450";"Holloway";"0.062";"US"
"451";"Brock";"0.062";"US"
"452";"Poole";"0.062";"US"
"453";"Frank";"0.062";"US"
"454";"Logan";"0.062";"US"
"455";"Owen";"0.062";"US"
"456";"Bass";"0.062";"US"
"457";"Marsh";"0.062";"US"
"458";"Drake";"0.062";"US"
"459";"Wong";"0.062";"US"
"460";"Jefferson";"0.062";"US"
"461";"Park";"0.062";"US"
"462";"Morton";"0.062";"US"
"463";"Abbott";"0.062";"US"
"464";"Sparks";"0.062";"US"
"465";"Patrick";"0.060";"US"
"466";"Norton";"0.060";"US"
"467";"Huff";"0.060";"US"
"468";"Clayton";"0.060";"US"
"469";"Massey";"0.060";"US"
"470";"Lloyd";"0.060";"US"
"471";"Figueroa";"0.060";"US"
"472";"Carson";"0.060";"US"
"473";"Bowers";"0.060";"US"
"474";"Roberson";"0.060";"US"
"475";"Barton";"0.060";"US"
"476";"Tran";"0.060";"US"
"477";"Lamb";"0.060";"US"
"478";"Harrington";"0.060";"US"
"479";"Casey";"0.060";"US"
"480";"Boone";"0.060";"US"
"481";"Cortez";"0.060";"US"
"482";"Clarke";"0.060";"US"
"483";"Mathis";"0.060";"US"
"484";"Singleton";"0.060";"US"
"485";"Wilkins";"0.060";"US"
"486";"Cain";"0.060";"US"
"487";"Bryan";"0.060";"US"
"488";"Underwood";"0.060";"US"
"489";"Hogan";"0.060";"US"
"490";"Mckenzie";"0.057";"US"
"491";"Collier";"0.057";"US"
"492";"Luna";"0.057";"US"
"493";"Phelps";"0.057";"US"
"494";"Mcguire";"0.057";"US"
"495";"Allison";"0.057";"US"
"496";"Bridges";"0.057";"US"
"497";"Wilkerson";"0.057";"US"
"498";"Nash";"0.057";"US"
"499";"Summers";"0.057";"US"
"500";"Atkins";"0.057";"US"
"501";"Wilcox";"0.057";"US"
"502";"Pitts";"0.057";"US"
"503";"Conley";"0.057";"US"
"504";"Marquez";"0.057";"US"
"505";"Burnett";"0.057";"US"
"506";"Richard";"0.057";"US"
"507";"Cochran";"0.057";"US"
"508";"Chase";"0.057";"US"
"509";"Davenport";"0.057";"US"
"510";"Hood";"0.057";"US"
"511";"Gates";"0.057";"US"
"512";"Clay";"0.057";"US"
"513";"Ayala";"0.057";"US"
"514";"Sawyer";"0.057";"US"
"515";"Roman";"0.057";"US"
"516";"Vazquez";"0.057";"US"
"517";"Dickerson";"0.057";"US"
"518";"Hodge";"0.055";"US"
"519";"Acosta";"0.055";"US"
"520";"Flynn";"0.055";"US"
"521";"Espinoza";"0.055";"US"
"522";"Nicholson";"0.055";"US"
"523";"Monroe";"0.055";"US"
"524";"Wolf";"0.055";"US"
"525";"Morrow";"0.055";"US"
"526";"Kirk";"0.055";"US"
"527";"Randall";"0.055";"US"
"528";"Anthony";"0.055";"US"
"529";"Whitaker";"0.055";"US"
"530";"Oconnor";"0.055";"US"
"531";"Skinner";"0.055";"US"
"532";"Ware";"0.055";"US"
"533";"Molina";"0.055";"US"
"534";"Kirby";"0.055";"US"
"535";"Huffman";"0.055";"US"
"536";"Bradford";"0.055";"US"
"537";"Charles";"0.055";"US"
"538";"Gilmore";"0.055";"US"
"539";"Dominguez";"0.055";"US"
"540";"Oneal";"0.055";"US"
"541";"Bruce";"0.055";"US"
"542";"Lang";"0.052";"US"
"543";"Combs";"0.052";"US"
"544";"Kramer";"0.052";"US"
"545";"Heath";"0.052";"US"
"546";"Hancock";"0.052";"US"
"547";"Gallagher";"0.052";"US"
"548";"Gaines";"0.052";"US"
"549";"Shaffer";"0.052";"US"
"550";"Short";"0.052";"US"
"551";"Wiggins";"0.052";"US"
"552";"Mathews";"0.052";"US"
"553";"Mcclain";"0.052";"US"
"554";"Fischer";"0.052";"US"
"555";"Wall";"0.052";"US"
"556";"Small";"0.052";"US"
"557";"Melton";"0.052";"US"
"558";"Hensley";"0.052";"US"
"559";"Bond";"0.052";"US"
"560";"Dyer";"0.052";"US"
"561";"Cameron";"0.052";"US"
"562";"Grimes";"0.052";"US"
"563";"Contreras";"0.052";"US"
"564";"Christian";"0.052";"US"
"565";"Wyatt";"0.052";"US"
"566";"Baxter";"0.052";"US"
"567";"Snow";"0.052";"US"
"568";"Mosley";"0.052";"US"
"569";"Shepherd";"0.052";"US"
"570";"Larsen";"0.052";"US"
"571";"Hoover";"0.052";"US"
"572";"Beasley";"0.050";"US"
"573";"Glenn";"0.050";"US"
"574";"Petersen";"0.050";"US"
"575";"Whitehead";"0.050";"US"
"576";"Meyers";"0.050";"US"
"577";"Keith";"0.050";"US"
"578";"Garrison";"0.050";"US"
"579";"Vincent";"0.050";"US"
"580";"Shields";"0.050";"US"
"581";"Horn";"0.050";"US"
"582";"Savage";"0.050";"US"
"583";"Olsen";"0.050";"US"
"584";"Schroeder";"0.050";"US"
"585";"Hartman";"0.050";"US"
"586";"Woodard";"0.050";"US"
"587";"Mueller";"0.050";"US"
"588";"Kemp";"0.050";"US"
"589";"Deleon";"0.050";"US"
"590";"Booth";"0.050";"US"
"591";"Patel";"0.050";"US"
"592";"Calhoun";"0.050";"US"
"593";"Wiley";"0.050";"US"
"594";"Eaton";"0.050";"US"
"595";"Cline";"0.050";"US"
"596";"Navarro";"0.050";"US"
"597";"Harrell";"0.050";"US"
"598";"Lester";"0.050";"US"
"599";"Humphrey";"0.050";"US"
"600";"Parrish";"0.050";"US"
"601";"Duran";"0.050";"US"
"602";"Hutchinson";"0.050";"US"
"603";"Hess";"0.050";"US"
"604";"Dorsey";"0.050";"US"
"605";"Bullock";"0.050";"US"
"606";"Robles";"0.050";"US"
"607";"Beard";"0.047";"US"
"608";"Dalton";"0.047";"US"
"609";"Avila";"0.047";"US"
"610";"Vance";"0.047";"US"
"611";"Rich";"0.047";"US"
"612";"Blackwell";"0.047";"US"
"613";"York";"0.047";"US"
"614";"Johns";"0.047";"US"
"615";"Blankenship";"0.047";"US"
"616";"Trevino";"0.047";"US"
"617";"Salinas";"0.047";"US"
"618";"Campos";"0.047";"US"
"619";"Pruitt";"0.047";"US"
"620";"Moses";"0.047";"US"
"621";"Callahan";"0.047";"US"
"622";"Golden";"0.047";"US"
"623";"Montoya";"0.047";"US"
"624";"Hardin";"0.047";"US"
"625";"Guerra";"0.047";"US"
"626";"Mcdowell";"0.047";"US"
"627";"Carey";"0.047";"US"
"628";"Stafford";"0.047";"US"
"629";"Gallegos";"0.047";"US"
"630";"Henson";"0.047";"US"
"631";"Wilkinson";"0.047";"US"
"632";"Booker";"0.047";"US"
"633";"Merritt";"0.047";"US"
"634";"Miranda";"0.047";"US"
"635";"Atkinson";"0.047";"US"
"636";"Orr";"0.047";"US"
"637";"Decker";"0.047";"US"
"638";"Hobbs";"0.047";"US"
"639";"Preston";"0.047";"US"
"640";"Tanner";"0.047";"US"
"641";"Knox";"0.047";"US"
"642";"Pacheco";"0.047";"US"
"643";"Stephenson";"0.045";"US"
"644";"Glass";"0.045";"US"
"645";"Rojas";"0.045";"US"
"646";"Serrano";"0.045";"US"
"647";"Marks";"0.045";"US"
"648";"Hickman";"0.045";"US"
"649";"English";"0.045";"US"
"650";"Sweeney";"0.045";"US"
"651";"Strong";"0.045";"US"
"652";"Prince";"0.045";"US"
"653";"Mcclure";"0.045";"US"
"654";"Conway";"0.045";"US"
"655";"Walter";"0.045";"US"
"656";"Roth";"0.045";"US"
"657";"Maynard";"0.045";"US"
"658";"Farrell";"0.045";"US"
"659";"Lowery";"0.045";"US"
"660";"Hurst";"0.045";"US"
"661";"Nixon";"0.045";"US"
"662";"Weiss";"0.045";"US"
"663";"Trujillo";"0.045";"US"
"664";"Ellison";"0.045";"US"
"665";"Sloan";"0.045";"US"
"666";"Juarez";"0.045";"US"
"667";"Winters";"0.045";"US"
"668";"Mclean";"0.045";"US"
"669";"Randolph";"0.045";"US"
"670";"Leon";"0.045";"US"
"671";"Boyer";"0.045";"US"
"672";"Villarreal";"0.045";"US"
"673";"Mccall";"0.045";"US"
"674";"Gentry";"0.045";"US"
"675";"Carrillo";"0.042";"US"
"676";"Kent";"0.042";"US"
"677";"Ayers";"0.042";"US"
"678";"Lara";"0.042";"US"
"679";"Shannon";"0.042";"US"
"680";"Sexton";"0.042";"US"
"681";"Pace";"0.042";"US"
"682";"Hull";"0.042";"US"
"683";"Leblanc";"0.042";"US"
"684";"Browning";"0.042";"US"
"685";"Velasquez";"0.042";"US"
"686";"Leach";"0.042";"US"
"687";"Chang";"0.042";"US"
"688";"House";"0.042";"US"
"689";"Sellers";"0.042";"US"
"690";"Herring";"0.042";"US"
"691";"Noble";"0.042";"US"
"692";"Foley";"0.042";"US"
"693";"Bartlett";"0.042";"US"
"694";"Mercado";"0.042";"US"
"695";"Landry";"0.042";"US"
"696";"Durham";"0.042";"US"
"697";"Walls";"0.042";"US"
"698";"Barr";"0.042";"US"
"699";"Mckee";"0.042";"US"
"700";"Bauer";"0.042";"US"
"701";"Rivers";"0.042";"US"
"702";"Everett";"0.042";"US"
"703";"Bradshaw";"0.042";"US"
"704";"Pugh";"0.042";"US"
"705";"Velez";"0.042";"US"
"706";"Rush";"0.042";"US"
"707";"Estes";"0.042";"US"
"708";"Dodson";"0.042";"US"
"709";"Morse";"0.042";"US"
"710";"Sheppard";"0.042";"US"
"711";"Weeks";"0.042";"US"
"712";"Camacho";"0.042";"US"
